Annee;Region;Province;Culture;Production (t);Stock;Disponibilite;Population;PDI;Pop_tot;Disponibilite/tete;Equivalent Kcal;Besoin Kcal
2018;Boucle du Mouhoun;Balé;SORGHO;55548;;55548;296750;0;352298;0,157673333;539242,8001;
2018;Boucle du Mouhoun;Banwa;SORGHO;56486;;56486;372067;0;428553;0,131806334;450777,6634;
2018;Boucle du Mouhoun;Kossi;SORGHO;39129;;39129;378353;0;417482;0,093726197;320543,5923;
2018;Boucle du Mouhoun;Mouhoun;SORGHO;120640;;120640;412549;0;533189;0,226261232;773813,4133;
2018;Boucle du Mouhoun;Nayala;SORGHO;40228;;40228;221193;0;261421;0,153882052;526276,6189;
2018;Boucle du Mouhoun;Sourou;SORGHO;55413;;55413;295305;0;350718;0,157998734;540355,6704;
2018;Cascades;Comoé;SORGHO;15973;;15973;645943;0;661916;0,024131461;82529,5959;
2018;Cascades;Léraba;SORGHO;4336;;4336;176502;0;180838;0,023977261;82002,23404;
2018;Centre;Kadiogo;SORGHO;26413;;26413;2854356;0;2880769;0,009168732;31357,06473;
2018;Centre Est;Boulgou;SORGHO;33159;;33159;766784;0;799943;0,041451703;141764,8257;
2018;Centre Est;Koulpélgo;SORGHO;17040;;17040;374239;0;391279;0,043549488;148939,248;
2018;Centre Est;Kouritenga;SORGHO;61401;;61401;466970;0;528371;0,116208119;397431,7667;
2018;Centre Nord;Bam;SORGHO;45260;;45260;387253;0;432513;0,104644253;357883,3469;
2018;Centre Nord;Namentenga;SORGHO;46457;;46457;462757;0;509214;0,091232763;312016,0483;
2018;Centre Nord;Sanmatenga;SORGHO;91763;1750;93513;837848;0;931361;0,100404677;343383,994;
2018;Centre Ouest;Boulkièmdé;SORGHO;70927;;70927;682747;0;753674;0,094108328;321850,4818;
2018;Centre Ouest;Sanguié;SORGHO;69059;;69059;399993;0;469052;0,147231011;503530,0564;
2018;Centre Ouest;Sissili;SORGHO;41547;;41547;298630;0;340177;0,122133478;417696,4933;
2018;Centre Ouest;Ziro;SORGHO;51341;;51341;262018;0;313359;0,163840834;560335,6534;
2018;Centre Sud;Bazèga;SORGHO;34508;;34508;311554;0;346062;0,099716236;341029,5265;
2018;Centre Sud;Nahouri;SORGHO;27625;;27625;221543;0;249168;0,110868972;379171,884;
2018;Centre Sud;Zoundweogo;SORGHO;25382;;25382;338830;0;364212;0,06969018;238340,4171;
2018;Est;Gnagna;SORGHO;90216;750;90966;579680;0;670646;0,135639369;463886,6406;
2018;Est;Gourma;SORGHO;43829;;43829;443115;0;486944;0,090008297;307828,3745;
2018;Est;Komandjoari;SORGHO;12163;;12163;122114;0;134277;0,09058141;309788,4224;
2018;Est;Kompienga;SORGHO;5518;;5518;125961;0;131479;0,041968679;143532,8836;
2018;Est;Tapoa;SORGHO;89495;;89495;506868;0;596363;0,150067995;513232,5446;
2018;Hauts Bassins;Houet;SORGHO;98561;;98561;1401805;0;1500366;0,065691305;224664,2619;
2018;Hauts Bassins;Kénédougou;SORGHO;44019;;44019;421563;0;465582;0,094546181;323347,9387;
2018;Hauts Bassins;Tuy;SORGHO;43759;;43759;335173;0;378932;0,115479822;394940,9921;
2018;Nord;Loroum;SORGHO;12337;500;12837;199654;0;212491;0,06041197;206608,9387;
2018;Nord;Passoré;SORGHO;52954;;52954;435834;0;488788;0,108337357;370513,7606;
2018;Nord;Yatenga;SORGHO;59393;1750;61143;762041;0;823184;0,074276225;254024,6895;
2018;Nord;Zondoma;SORGHO;26296;;26296;234620;0;260916;0,100783394;344679,2071;
2018;Plateau Central;Ganzourgou;SORGHO;42754;;42754;439833;0;482587;0,088593352;302989,2641;
2018;Plateau Central;Kourwéogo;SORGHO;28440;;28440;185098;0;213538;0,133184726;455491,7626;
2018;Plateau Central;Oubritenga;SORGHO;51524;;51524;324766;0;376290;0,136926307;468287,9694;
2018;Sahel;Oudalan;SORGHO;18805;;18805;288036;0;306841;0,061285813;209597,4788;
2018;Sahel;Séno;SORGHO;29631;2643;32274;374868;0;407142;0,079269641;271102,1707;
2018;Sahel;Soum;SORGHO;13564;520;14084;500999;0;515083;0,027343166;93513,6279;
2018;Sahel;Yagha;SORGHO;36060;;36060;231206;0;267266;0,134921763;461432,4306;
2018;Sud Ouest;Bougouriba;SORGHO;22222;;22222;144000;0;166222;0,133688681;457215,2904;
2018;Sud Ouest;Ioba;SORGHO;38018;;38018;259413;0;297431;0,127821243;437148,6496;
2018;Sud Ouest;Noumbiel;SORGHO;11460;;11460;100608;0;112068;0,102259343;349726,9515;
2018;Sud Ouest;Poni;SORGHO;29183;;29183;362641;0;391824;0,074479869;254721,1503;
2019;Boucle du Mouhoun;Balé;SORGHO;30998;;30998;297468;1476;328466;0,09437202;322752,3092;
2019;Boucle du Mouhoun;Banwa;SORGHO;47404;;47404;346989;786;394393;0,120194831;411066,3222;
2019;Boucle du Mouhoun;Kossi;SORGHO;50061;;50061;357089;37656;407150;0,122954685;420505,0227;
2019;Boucle du Mouhoun;Mouhoun;SORGHO;136611;;136611;391561;373;528172;0,258648698;884578,5464;
2019;Boucle du Mouhoun;Nayala;SORGHO;37581;;37581;223151;61;260732;0,144136508;492946,8573;
2019;Boucle du Mouhoun;Sourou;SORGHO;49381;;49381;285011;2924;334392;0,147673987;505045,037;
2019;Cascades;Comoé;SORGHO;16399;;16399;633043;1608;649442;0,025250908;86358,10434;
2019;Cascades;Léraba;SORGHO;2441;;2441;179423;0;181864;0,013422118;45903,64228;
2019;Centre;Kadiogo;SORGHO;31779; 4 323,950 ;36102,95;3030384;8574;3066486,95;0,011773391;40264,99738;
2019;Centre Est;Boulgou;SORGHO;21877;1162;23039;737843;64;760882;0,030279334;103555,3213;
2019;Centre Est;Koulpélgo;SORGHO;30313;;30313;362644;1521;392957;0,077140756;263821,385;
2019;Centre Est;Kouritenga;SORGHO;69408;500;69908;480021;0;549929;0,127121865;434756,7777;
2019;Centre Nord;Bam;SORGHO;49166;;49166;476054;121046;525220;0,093610297;320147,2145;
2019;Centre Nord;Namentenga;SORGHO;36585;;36585;513796;100209;550381;0,066472135;227334,7009;
2019;Centre Nord;Sanmatenga;SORGHO;82492;3500;85992;884819;880940;970811;0,088577488;302935,01;
2019;Centre Ouest;Boulkièmdé;SORGHO;56159;;56159;689709;408;745868;0,075293484;257503,7138;
2019;Centre Ouest;Sanguié;SORGHO;67023;;67023;391617;676;458640;0,146134223;499779,0424;
2019;Centre Ouest;Sissili;SORGHO;34357;;34357;337078;1902;371435;0,092498014;316343,2094;
2019;Centre Ouest;Ziro;SORGHO;46969;;46969;241731;828;288700;0,162691375;556404,5029;
2019;Centre Sud;Bazèga;SORGHO;33221;;33221;280870;494;314091;0,10576871;361728,9894;
2019;Centre Sud;Nahouri;SORGHO;29313;;29313;195816;74;225129;0,130205349;445302,2934;
2019;Centre Sud;Zoundweogo;SORGHO;41621;;41621;312045;1722;353666;0,117684482;402480,9283;
2019;Est;Gnagna;SORGHO;86676;;86676;676476;861;763152;0,113576326;388431,0334;
2019;Est;Gourma;SORGHO;67215;2500;69715;437310;41060;507025;0,137498151;470243,6763;
2019;Est;Komandjoari;SORGHO;15363;;15363;105604;14105;120967;0,127001579;434345,4;
2019;Est;Kompienga;SORGHO;7941;;7941;117682;8350;125623;0,063212947;216188,2776;
2019;Est;Tapoa;SORGHO;109135;;109135;605733;0;714868;0,152664548;522112,7537;
2019;Hauts Bassins;Houet;SORGHO;80955;;80955;1510638;2693;1591593;0,050864134;173955,3391;
2019;Hauts Bassins;Kénédougou;SORGHO;19349;;19349;399949;1556;419298;0,046146178;157819,9276;
2019;Hauts Bassins;Tuy;SORGHO;40762;;40762;329253;1972;370015;0,110163101;376757,8071;
2019;Nord;Loroum;SORGHO;8193;1000;9193;198192;73943;207385;0,044328182;151602,382;
2019;Nord;Passoré;SORGHO;56357;;56357;457930;403;514287;0,109582782;374773,1131;
2019;Nord;Yatenga;SORGHO;51683;4750;56433;825975;67127;882408;0,063953409;218720,6598;
2019;Nord;Zondoma;SORGHO;27081;;27081;240018;85;267099;0,101389372;346751,6539;
2019;Plateau Central;Ganzourgou;SORGHO;44114;;44114;482763;748;526877;0,083727322;286347,4397;
2019;Plateau Central;Kourwéogo;SORGHO;25858;;25858;181242;2055;207100;0,124857557;427012,844;
2019;Plateau Central;Oubritenga;SORGHO;44684;;44684;314609;11009;359293;0,124366464;425333,3074;
2019;Sahel;Oudalan;SORGHO;13105;;13105;158206;150280;171311;0,076498298;261624,1806;
2019;Sahel;Séno;SORGHO;26129;2643;28772;404716;72054;433488;0,066373233;226996,4566;
2019;Sahel;Soum;SORGHO;8506;1900;10406;363661;1111074;374067;0,027818546;95139,42689;
2019;Sahel;Yagha;SORGHO;28511;;28511;171594;4258;200105;0,142480198;487282,2768;
2019;Sud Ouest;Bougouriba;SORGHO;16827;;16827;153653;610;170480;0,09870366;337566,5181;
2019;Sud Ouest;Ioba;SORGHO;42948;;42948;265956;412;308904;0,139033486;475494,5226;
2019;Sud Ouest;Noumbiel;SORGHO;13715;;13715;98915;72;112630;0,121770399;416454,7634;
2019;Sud Ouest;Poni;SORGHO;35528;500;36028;356918;509;392946;0,091686898;313569,1927;
2020;Boucle du Mouhoun;Balé;SORGHO;36643;;36643;301065;58123;337708;0,108504981;371087,0338;
2020;Boucle du Mouhoun;Banwa;SORGHO;63581;;63581;350541;17080;414122;0,153532051;525079,6142;
2020;Boucle du Mouhoun;Kossi;SORGHO;38495;;38495;360409;139035;398904;0,096501915;330036,5501;
2020;Boucle du Mouhoun;Mouhoun;SORGHO;93257;;93257;395815;9010;489072;0,190681536;652130,8519;
2020;Boucle du Mouhoun;Nayala;SORGHO;29544;;29544;225439;2511;254983;0,115866548;396263,594;
2020;Boucle du Mouhoun;Sourou;SORGHO;42597;;42597;287479;77321;330076;0,129052097;441358,1721;
2020;Cascades;Comoé;SORGHO;17745;;17745;646302;56890;664047;0,026722506;91390,97082;
2020;Cascades;Léraba;SORGHO;638;;638;181903;317;182541;0,003495105;11953,25982;
2020;Centre;Kadiogo;SORGHO;22522; 4 823,950 ;27345,95;3107564;11561;3134909,95;0,008723042;29832,80237;
2020;Centre Est;Boulgou;SORGHO;45643;1162;46805;746943;25914;793748;0,058967078;201667,4058;
2020;Centre Est;Koulpélgo;SORGHO;22691;;22691;367814;40380;390505;0,05810681;198725,2916;
2020;Centre Est;Kouritenga;SORGHO;58152;500;58652;486656;125307;545308;0,107557564;367846,8682;
2020;Centre Nord;Bam;SORGHO;58986;;58986;484023;687948,2667;543009;0,108628034;371507,8756;
2020;Centre Nord;Namentenga;SORGHO;49707;;49707;521411;621774,8753;571118;0,087034553;297658,1722;
2020;Centre Nord;Sanmatenga;SORGHO;140659;786;141445;896818;3027743,008;1038263;0,136232342;465914,6093;
2020;Centre Ouest;Boulkièmdé;SORGHO;90305;;90305;696694;1412;786999;0,114746016;392431,3754;
2020;Centre Ouest;Sanguié;SORGHO;64922;;64922;395251;6336;460173;0,141081724;482499,4948;
2020;Centre Ouest;Sissili;SORGHO;38148;;38148;342590;20247;380738;0,100194885;342666,5056;
2020;Centre Ouest;Ziro;SORGHO;44523;;44523;245437;29094;289960;0,153548765;525136,7775;
2020;Centre Sud;Bazèga;SORGHO;36442;;36442;282453;5776;318895;0,114275859;390823,4372;
2020;Centre Sud;Nahouri;SORGHO;21243;;21243;197910;3017;219153;0,09693228;331508,3982;
2020;Centre Sud;Zoundweogo;SORGHO;28583;;28583;315105;15153;343688;0,083165545;284426,1656;
2020;Est;Gnagna;SORGHO;78335;;78335;687542;34461;765877;0,102281437;349802,514;
2020;Est;Gourma;SORGHO;62082;1000;63082;443725;324750;506807;0,124469473;425685,5963;
2020;Est;Komandjoari;SORGHO;14734;;14734;107324;53180;122058;0,120713104;412838,8143;
2020;Est;Kompienga;SORGHO;6838;;6838;120440;44961;127278;0,053724917;183739,2165;
2020;Est;Tapoa;SORGHO;46865;;46865;617753;39149;664618;0,07051419;241158,5302;
2020;Hauts Bassins;Houet;SORGHO;45416;;45416;1536683;65450;1582099;0,028706168;98175,09524;
2020;Hauts Bassins;Kénédougou;SORGHO;24585;;24585;406042;23896;430627;0,057091172;195251,8072;
2020;Hauts Bassins;Tuy;SORGHO;27367;;27367;334356;32324;361723;0,07565734;258748,1028;
2020;Nord;Loroum;SORGHO;14016;500;14516;200616;328823;215132;0,067474853;230763,9961;
2020;Nord;Passoré;SORGHO;57784;;57784;462873;16553;520657;0,110982854;379561,3619;
2020;Nord;Yatenga;SORGHO;76384;3000;79384;836622;352450;916006;0,086663188;296388,1023;
2020;Nord;Zondoma;SORGHO;29150;;29150;243237;6222;272387;0,107016855;365997,6431;
2020;Plateau Central;Ganzourgou;SORGHO;62599;;62599;489042;26083;551641;0,113477787;388094,0322;
2020;Plateau Central;Kourwéogo;SORGHO;21763;;21763;182860;8893;204623;0,106356568;363739,4623;
2020;Plateau Central;Oubritenga;SORGHO;41361;;41361;317702;93907;359063;0,115191485;393954,877;
2020;Sahel;Oudalan;SORGHO;6053;;6053;158903;420085;164956;0,036694634;125495,6473;
2020;Sahel;Séno;SORGHO;16402;2143;18545;410512;931436;429057;0,043222695;147821,6181;
2020;Sahel;Soum;SORGHO;1477;1500;2977;366677;2337945;369654;0,008053477;27542,89146;
2020;Sahel;Yagha;SORGHO;43679;;43679;173106;20443;216785;0,201485343;689079,8718;
2020;Sud Ouest;Bougouriba;SORGHO;14467;;14467;155908;2529;170375;0,084912693;290401,4087;
2020;Sud Ouest;Ioba;SORGHO;39778;;39778;268705;2642;308483;0,128947138;440999,2123;
2020;Sud Ouest;Noumbiel;SORGHO;19818;;19818;100303;9229;120121;0,164983641;564244,0539;
2020;Sud Ouest;Poni;SORGHO;43595;500;44095;361483;14447;405578;0,10872138;371827,1208;
2021;Boucle du Mouhoun;Balé;SORGHO;37782;;37782;309327;139863;347109;0,108847653;372258,9734;
2021;Boucle du Mouhoun;Banwa;SORGHO;59928;;59928;359548;29540;419476;0,142863954;488594,7229;
2021;Boucle du Mouhoun;Kossi;SORGHO;35544;;35544;369317;245460;404861;0,087793094;300252,3829;
2021;Boucle du Mouhoun;Mouhoun;SORGHO;84508;;84508;406243;14635;490751;0,172201381;588928,7235;
2021;Boucle du Mouhoun;Nayala;SORGHO;46162;;46162;231239;4881;277401;0,166408917;569118,4963;
2021;Boucle du Mouhoun;Sourou;SORGHO;33662;;33662;294417;124864;328079;0,102603336;350903,4105;
2021;Cascades;Comoé;SORGHO;14221;;14221;669676;138814;683897;0,020794067;71115,70894;
2021;Cascades;Léraba;SORGHO;1206;;1206;187214;960;188420;0,006400594;21890,03291;
2021;Centre;Kadiogo;SORGHO;25323;;25323;3233764;12612;3259087;0,007769967;26573,28878;
2021;Centre Est;Boulgou;SORGHO;42873;517;43390;767642;68296;811032;0,053499739;182969,106;
2021;Centre Est;Koulpélgo;SORGHO;18892;;18892;378711;64558;397603;0,047514732;162500,3835;
2021;Centre Est;Kouritenga;SORGHO;59981;500;60481;500878;253013;561359;0,107740323;368471,9048;
2021;Centre Nord;Bam;SORGHO;31836;;31836;499530;883346;531366;0,059913506;204904,1903;
2021;Centre Nord;Namentenga;SORGHO;28076;;28076;537150;1006753;565226;0,049672167;169878,8095;
2021;Centre Nord;Sanmatenga;SORGHO;89916;540;90456;922771;3909532;1013227;0,089275157;305321,0386;
2021;Centre Ouest;Boulkièmdé;SORGHO;71601;;71601;714501;4680;786102;0,0910836;311505,9114;
2021;Centre Ouest;Sanguié;SORGHO;93542;;93542;405034;15594;498576;0,187618337;641654,7126;
2021;Centre Ouest;Sissili;SORGHO;37772;;37772;353446;59708;391218;0,09654975;330200,1442;
